, options [nop,nop,TS val 4231069619 ecr 3863754939], length 0
16:29:11.045091 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1121904, win 168, options [nop,nop,TS val 4231069620 ecr 3863754939], length 0
16:29:11.045335 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1123440, win 156, options [nop,nop,TS val 4231069620 ecr 3863754939], length 0
16:29:11.045682 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1124976, win 144, options [nop,nop,TS val 4231069620 ecr 3863754940], length 0
16:29:11.046033 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1126512, win 132, options [nop,nop,TS val 4231069620 ecr 3863754940], length 0
16:29:11.046465 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1128560, win 116, options [nop,nop,TS val 4231069621 ecr 3863754940], length 0
16:29:11.046550 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1130096, win 104, options [nop,nop,TS val 4231069621 ecr 3863754940], length 0
16:29:11.046773 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1131632, win 92, options [nop,nop,TS val 4231069621 ecr 3863754941], length 0
16:29:11.046996 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1133168, win 80, options [nop,nop,TS val 4231069621 ecr 3863754941], length 0
16:29:11.047079 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1134704, win 68, options [nop,nop,TS val 4231069622 ecr 3863754941], length 0
16:29:11.047199 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1136240, win 56, options [nop,nop,TS val 4231069622 ecr 3863754941], length 0
16:29:11.047486 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1137776, win 44, options [nop,nop,TS val 4231069622 ecr 3863754942], length 0
16:29:11.047823 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1139312, win 32, options [nop,nop,TS val 4231069622 ecr 3863754942], length 0
16:29:11.054216 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1143168, win 2, options [nop,nop,TS val 4231069629 ecr 3863754942], length 0
16:29:11.129940 IP 92.63.197.21.58687 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.59917: Flags [S], seq 2136930870, win 1024, length 0
16:29:11.130529 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421 > 67.207.67.3.domain: 13494+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.130580 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350 > 67.207.67.3.domain: 38058+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.130624 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788 > 67.207.67.3.domain: 240+ [1au] PTR? 21.197.63.92.in-addr.arpa. (54)
16:29:11.133924 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421: 13494 NXDomain 0/1/1 (114)
16:29:11.134110 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421 > 67.207.67.3.domain: 13494+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.134265 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350: 38058 NXDomain 0/1/1 (114)
16:29:11.134307 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350 > 67.207.67.3.domain: 38058+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.134396 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788: 240 NXDomain 0/1/1 (114)
16:29:11.134429 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788 > 67.207.67.3.domain: 240+ PTR? 21.197.63.92.in-addr.arpa. (43)
16:29:11.137019 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.45350: 38058 NXDomain 0/1/0 (103)
16:29:11.137487 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.49788: 240 NXDomain 0/1/0 (103)
16:29:11.137796 IP 67.207.67.3.domain > lamp-ubuntu-s-4vcpu-8gb-tor1-01.42421: 13494 NXDomain 0/1/0 (103)
16:29:11.273544 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1143168:1143424, ack 1, win 501, options [nop,nop,TS val 3863755180 ecr 4231069629], length 256
16:29:11.741160 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1251264:1251520, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741198 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1251520:1251776, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741236 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1251776:1252032, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741280 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1252032:1252288, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741320 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1252288:1252544, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741359 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1252544:1252800, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741398 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1252800:1253056, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741452 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1253056:1253312, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741511 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1253312:1253568, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741550 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1253568:1253824, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741590 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1253824:1254080, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741636 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1254080:1254336, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741677 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1254336:1254592, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741715 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1254592:1254848, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741754 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1254848:1255104, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741795 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1255104:1255360, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741835 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1255360:1255616, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741874 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1255616:1255872, ack 1, win 501, options [nop,nop,TS val 3863755648 ecr 4231070308], length 256
16:29:11.741912 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1255872:1256128, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.741951 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1256128:1256384, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742004 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1256384:1256640, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742055 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1256640:1256896, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742097 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1256896:1257152, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742137 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1257152:1257408, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742176 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1257408:1257664, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742222 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1257664:1257920, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742270 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1257920:1258176, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742327 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1258176:1258432, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742378 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1258432:1258688, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742430 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1258688:1258944, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742509 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1258944:1259200, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742561 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1259200:1259456, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742606 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1259456:1259712, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742648 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1259712:1259968, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742688 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1259968:1260224, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742728 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1260224:1260480, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742771 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1260480:1260736, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742810 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1260736:1260992, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742848 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1260992:1261248, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742898 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1261248:1261504, ack 1, win 501, options [nop,nop,TS val 3863755649 ecr 4231070308], length 256
16:29:11.742940 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1261504:1261760, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.742984 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1261760:1262016, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743024 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1262016:1262272, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743071 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1262272:1262528, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743111 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1262528:1262784, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743150 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1262784:1263040, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743191 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1263040:1263296, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743232 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1263296:1263552, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743277 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1263552:1263808, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743318 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1263808:1264064, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743357 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1264064:1264320, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743399 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1264320:1264576, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743439 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1264576:1264832, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743477 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1264832:1265088, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743517 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1265088:1265344, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743555 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1265344:1265600, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743644 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1265600:1265856, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743712 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1265856:1266112, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743758 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1266112:1266368, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743802 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1266368:1266624, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743842 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1266624:1266880, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743881 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1266880:1267136, ack 1, win 501, options [nop,nop,TS val 3863755650 ecr 4231070308], length 256
16:29:11.743920 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1267136:1267392, ack 1, win 501, options [nop,nop,TS val 3863755651 ecr 4231070308], length 256
16:29:11.743959 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1267392:1267648, ack 1, win 501, options [nop,nop,TS val 3863755651 ecr 4231070308], length 256
16:29:11.744000 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1267648:1267904, ack 1, win 501, options [nop,nop,TS val 3863755651 ecr 4231070308], length 256
16:29:11.744040 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1267904:1268160, ack 1, win 501, options [nop,nop,TS val 3863755651 ecr 4231070308], length 256
16:29:11.746312 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1206288, win 489, options [nop,nop,TS val 4231070321 ecr 3863755640], length 0
16:29:11.746359 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1268160:1268416, ack 1, win 501, options [nop,nop,TS val 3863755653 ecr 4231070321], length 256
16:29:11.746497 IP lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh > 198.211.111.194.42565: Flags [P.], seq 1268416:1268848, ack 1, win 501, options [nop,nop,TS val 3863755653 ecr 4231070321], length 432
16:29:11.746612 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1208000, win 476, options [nop,nop,TS val 4231070321 ecr 3863755641], length 0
16:29:11.746906 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1209536, win 464, options [nop,nop,TS val 4231070321 ecr 3863755641], length 0
16:29:11.747105 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1211072, win 452, options [nop,nop,TS val 4231070321 ecr 3863755641], length 0
16:29:11.747388 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1212608, win 440, options [nop,nop,TS val 4231070322 ecr 3863755641], length 0
16:29:11.747752 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1214144, win 428, options [nop,nop,TS val 4231070322 ecr 3863755642], length 0
16:29:11.748210 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1215936, win 414, options [nop,nop,TS val 4231070322 ecr 3863755642], length 0
16:29:11.748386 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1217472, win 402, options [nop,nop,TS val 4231070323 ecr 3863755642], length 0
16:29:11.748697 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1219008, win 390, options [nop,nop,TS val 4231070323 ecr 3863755642], length 0
16:29:11.749342 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1220800, win 376, options [nop,nop,TS val 4231070324 ecr 3863755643], length 0
16:29:11.749404 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1222848, win 360, options [nop,nop,TS val 4231070324 ecr 3863755643], length 0
16:29:11.749486 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1224384, win 348, options [nop,nop,TS val 4231070324 ecr 3863755643], length 0
16:29:11.749746 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1225920, win 336, options [nop,nop,TS val 4231070324 ecr 3863755644], length 0
16:29:11.750085 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1227456, win 324, options [nop,nop,TS val 4231070324 ecr 3863755644], length 0
16:29:11.750218 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1228992, win 312, options [nop,nop,TS val 4231070325 ecr 3863755644], length 0
16:29:11.750495 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1231040, win 296, options [nop,nop,TS val 4231070325 ecr 3863755644], length 0
16:29:11.751281 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1234112, win 272, options [nop,nop,TS val 4231070326 ecr 3863755645], length 0
16:29:11.751414 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1236672, win 252, options [nop,nop,TS val 4231070326 ecr 3863755645], length 0
16:29:11.751783 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1238720, win 236, options [nop,nop,TS val 4231070326 ecr 3863755645], length 0
16:29:11.751917 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1240512, win 222, options [nop,nop,TS val 4231070326 ecr 3863755646], length 0
16:29:11.752110 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1242304, win 208, options [nop,nop,TS val 4231070326 ecr 3863755646], length 0
16:29:11.752352 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1243840, win 196, options [nop,nop,TS val 4231070327 ecr 3863755646], length 0
16:29:11.752599 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1245376, win 184, options [nop,nop,TS val 4231070327 ecr 3863755647], length 0
16:29:11.752868 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1247168, win 170, options [nop,nop,TS val 4231070327 ecr 3863755647], length 0
16:29:11.753304 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1248704, win 158, options [nop,nop,TS val 4231070328 ecr 3863755647], length 0
16:29:11.753520 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1250240, win 146, options [nop,nop,TS val 4231070328 ecr 3863755647], length 0
16:29:11.753878 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1252544, win 128, options [nop,nop,TS val 4231070328 ecr 3863755648], length 0
16:29:11.754104 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1254080, win 116, options [nop,nop,TS val 4231070328 ecr 3863755648], length 0
16:29:11.754387 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1255616, win 104, options [nop,nop,TS val 4231070329 ecr 3863755648], length 0
16:29:11.754514 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1257152, win 92, options [nop,nop,TS val 4231070329 ecr 3863755648], length 0
16:29:11.754842 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1258944, win 78, options [nop,nop,TS val 4231070329 ecr 3863755649], length 0
16:29:11.755178 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1260480, win 66, options [nop,nop,TS val 4231070329 ecr 3863755649], length 0
16:29:11.755627 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1262016, win 54, options [nop,nop,TS val 4231070330 ecr 3863755649], length 0
16:29:11.755828 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1263552, win 42, options [nop,nop,TS val 4231070330 ecr 3863755650], length 0
16:29:11.756005 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1265088, win 30, options [nop,nop,TS val 4231070330 ecr 3863755650], length 0
16:29:11.756244 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1267136, win 14, options [nop,nop,TS val 4231070331 ecr 3863755650], length 0
16:29:11.758895 IP 198.211.111.194.42565 > lamp-ubuntu-s-4vcpu-8gb-tor1-01.ssh: Flags [.], ack 1268848, win 1, options [nop,nop,TS val 4231070333 ecr 3863755651], length 0
